3.4473e+05,NaN,NaN,-0.10718
7.1403e+05,NaN,NaN,-0.20596
6.2789e+05,NaN,NaN,-0.15073
6.7446e+05,NaN,NaN,-0.14489
6.4567e+05,NaN,NaN,-0.15952
6.6415e+05,NaN,NaN,-0.19575
6.5244e+05,NaN,NaN,-0.23239
6.5964e+05,NaN,NaN,-0.28688
6.5555e+05,NaN,NaN,-0.28415
6.5768e+05,NaN,NaN,-0.28359
6.5681e+05,NaN,NaN,-0.28035
6.5683e+05,NaN,NaN,-0.24231
6.5685e+05,NaN,NaN,-0.19188
6.5687e+05,NaN,NaN,-0.085392
6.5689e+05,NaN,NaN,-0.051297
6.5691e+05,NaN,NaN,-0.02348
6.5693e+05,NaN,NaN,0.00039325
6.5695e+05,NaN,NaN,-0.026394
6.5697e+05,NaN,NaN,-0.032518
6.5699e+05,NaN,NaN,-0.065363
6.5701e+05,NaN,NaN,-0.10584
6.5703e+05,NaN,NaN,-0.18564
6.5705e+05,NaN,NaN,-0.26833
6.5707e+05,NaN,NaN,-0.33227
6.5709e+05,NaN,NaN,-0.30965
6.5711e+05,NaN,NaN,-0.25126
6.5713e+05,NaN,NaN,-0.29592
6.5715e+05,NaN,NaN,-0.37247
6.5717e+05,NaN,NaN,-0.36896
6.5719e+05,NaN,NaN,-0.31298
6.5721e+05,NaN,NaN,-0.2708
6.5723e+05,NaN,NaN,-0.28581
6.5725e+05,NaN,NaN,-0.34659
6.5727e+05,NaN,NaN,-0.40578
6.5729e+05,NaN,NaN,-0.46813
6.5731e+05,NaN,NaN,-0.47564
6.5733e+05,NaN,NaN,-0.49035
6.5735e+05,NaN,NaN,-0.50803
6.5737e+05,NaN,NaN,-0.52148
6.5739e+05,NaN,NaN,-0.62168
6.5741e+05,NaN,NaN,-0.44627
6.5743e+05,NaN,NaN,-0.10665
6.5745e+05,NaN,NaN,0.016733
6.5747e+05,NaN,NaN,0.31367
6.5749e+05,NaN,NaN,0.81595
6.5751e+05,NaN,NaN,1.7095
6.5753e+05,NaN,NaN,2.3254
6.5755e+05,NaN,NaN,3.0045
6.5757e+05,NaN,NaN,3.619
6.5759e+05,NaN,NaN,4.3058
6.5761e+05,NaN,NaN,4.7965
6.5763e+05,NaN,NaN,6.2738
6.5765e+05,NaN,NaN,7.2387
6.5767e+05,NaN,NaN,7.6447
6.5769e+05,NaN,NaN,8.2892
6.5771e+05,NaN,NaN,8.6614
6.5773e+05,NaN,NaN,9.0896
6.5775e+05,NaN,NaN,9.5863
6.5777e+05,NaN,NaN,9.6862
6.5779e+05,NaN,NaN,9.8394
6.5781e+05,NaN,NaN,10.307
6.5783e+05,NaN,NaN,10.621
6.5785e+05,NaN,NaN,11.166
6.5787e+05,NaN,NaN,11.799
6.5789e+05,NaN,NaN,12.069
6.5791e+05,NaN,NaN,12.223
6.5793e+05,NaN,NaN,12.402
6.5795e+05,NaN,NaN,12.536
6.5797e+05,NaN,NaN,12.724
6.5799e+05,NaN,NaN,12.599
6.5801e+05,NaN,NaN,12.828
6.5803e+05,NaN,NaN,13.03
6.5805e+05,NaN,NaN,13.085
6.5807e+05,NaN,NaN,13.378
6.5809e+05,NaN,NaN,13.69
6.5811e+05,NaN,NaN,13.631
6.5813e+05,NaN,NaN,13.539
6.5815e+05,NaN,NaN,13.73
6.5817e+05,NaN,NaN,13.816
6.5819e+05,NaN,NaN,13.731
6.5821e+05,NaN,NaN,13.418
6.5823e+05,NaN,NaN,13.124
6.5825e+05,NaN,NaN,12.574
6.5827e+05,NaN,NaN,12.051
6.5829e+05,NaN,NaN,12.142
6.5831e+05,NaN,NaN,11.906
6.5833e+05,NaN,NaN,11.749
6.5835e+05,NaN,NaN,11.68
6.5837e+05,NaN,NaN,11.625
6.5839e+05,NaN,NaN,11.381
6.5841e+05,NaN,NaN,11.223
6.5843e+05,NaN,NaN,10.98
6.5845e+05,NaN,NaN,10.88
6.5847e+05,NaN,NaN,10.962
6.5849e+05,NaN,NaN,10.785
6.5851e+05,NaN,NaN,10.455
6.5853e+05,NaN,NaN,10.169
6.5855e+05,NaN,NaN,10.184
6.5857e+05,NaN,NaN,10.009
6.5859e+05,NaN,NaN,9.7064
6.5861e+05,NaN,NaN,9.5458
6.5863e+05,NaN,NaN,9.2178
6.5865e+05,NaN,NaN,8.8561
6.5867e+05,NaN,NaN,8.5153
6.5869e+05,NaN,NaN,8.2446
6.5871e+05,NaN,NaN,8.2165
6.5873e+05,NaN,NaN,7.9953
6.5875e+05,NaN,NaN,7.7143
6.5877e+05,NaN,NaN,7.2208
6.5879e+05,NaN,NaN,7.0946
6.5881e+05,NaN,NaN,7.2142
6.5883e+05,NaN,NaN,7.42
6.5885e+05,NaN,NaN,8.0294
6.5887e+05,NaN,NaN,8.6625
6.5889e+05,NaN,NaN,9.2147
6.5891e+05,NaN,NaN,9.9328
6.5893e+05,NaN,NaN,10.404
6.5895e+05,NaN,NaN,10.862
6.5897e+05,NaN,NaN,11.31
6.5899e+05,NaN,NaN,11.639
6.5901e+05,NaN,NaN,11.85
6.5903e+05,NaN,NaN,12.383
6.5905e+05,NaN,NaN,12.445
6.5907e+05,NaN,NaN,12.609
6.5909e+05,NaN,NaN,12.912
6.5911e+05,NaN,NaN,12.829
6.5913e+05,NaN,NaN,12.533
6.5915e+05,NaN,NaN,12.269
6.5917e+05,NaN,NaN,12.002
6.5919e+05,NaN,NaN,12.262
6.5921e+05,NaN,NaN,12.312
6.5923e+05,NaN,NaN,12.628
6.5925e+05,NaN,NaN,12.464
6.5927e+05,NaN,NaN,12.546
6.5929e+05,NaN,NaN,12.304
6.5931e+05,NaN,NaN,12.289
6.5933e+05,NaN,NaN,12.264
6.5935e+05,NaN,NaN,12.198
6.5937e+05,NaN,NaN,11.872
6.5939e+05,NaN,NaN,11.472
6.5941e+05,NaN,NaN,11.367
6.5943e+05,NaN,NaN,11.243
6.5945e+05,NaN,NaN,10.98
6.5947e+05,NaN,NaN,10.811
6.5949e+05,NaN,NaN,10.651
6.5951e+05,NaN,NaN,10.367
6.5953e+05,NaN,NaN,10.26
6.5955e+05,NaN,NaN,10.022
6.5957e+05,NaN,NaN,10.156
6.5959e+05,NaN,NaN,10.42
6.5961e+05,NaN,NaN,10.421
6.5963e+05,NaN,NaN,10.316
6.5965e+05,NaN,NaN,10.012
6.5967e+05,NaN,NaN,10.017
6.5969e+05,NaN,NaN,10.045
6.5971e+05,NaN,NaN,10.137
6.5973e+05,NaN,NaN,10.3
6.5975e+05,NaN,NaN,10.327
6.5977e+05,NaN,NaN,10.695
6.5979e+05,NaN,NaN,11.197
6.5981e+05,NaN,NaN,11.369
6.5983e+05,NaN,NaN,11.475
6.5985e+05,NaN,NaN,11.617
6.5987e+05,NaN,NaN,11.969
6.5989e+05,NaN,NaN,11.976
6.5991e+05,NaN,NaN,12.07
6.5993e+05,NaN,NaN,12.03
6.5995e+05,NaN,NaN,11.698
6.5997e+05,NaN,NaN,11.311
6.5999e+05,NaN,NaN,10.832
6.6001e+05,NaN,NaN,10.16
6.6003e+05,NaN,NaN,9.4565
6.6005e+05,NaN,NaN,8.0023
6.6007e+05,NaN,NaN,7.0764
6.6009e+05,NaN,NaN,6.319
6.6011e+05,NaN,NaN,5.3279
6.6013e+05,NaN,NaN,4.3879
6.6015e+05,NaN,NaN,3.7619
6.6017e+05,NaN,NaN,2.5067
6.6019e+05,NaN,NaN,1.3264
6.6021e+05,NaN,NaN,0.27123
6.6023e+05,NaN,NaN,-0.80127
6.6025e+05,NaN,NaN,-1.811
6.6027e+05,NaN,NaN,-3.0724
6.6029e+05,NaN,NaN,-4.7735
6.6031e+05,NaN,NaN,-5.9837
6.6033e+05,NaN,NaN,-6.3829
6.6035e+05,NaN,NaN,-6.62
6.6037e+05,NaN,NaN,-6.696
6.6039e+05,NaN,NaN,-6.7358
6.6041e+05,NaN,NaN,-6.4214
6.6043e+05,NaN,NaN,-6.0059
6.6045e+05,NaN,NaN,-5.7925
6.6047e+05,NaN,NaN,-5.5536
6.6049e+05,NaN,NaN,-5.0996
6.6051e+05,NaN,NaN,-4.6312
6.6053e+05,NaN,NaN,-4.4047
6.6055e+05,NaN,NaN,-3.5196
6.6057e+05,NaN,NaN,-2.9694
6.6059e+05,NaN,NaN,-2.8532
6.6061e+05,NaN,NaN,-2.8205
6.6063e+05,NaN,NaN,-2.7571
6.6065e+05,NaN,NaN,-2.715
6.6067e+05,NaN,NaN,-2.3794
6.6069e+05,NaN,NaN,-1.942
6.6071e+05,NaN,NaN,-2.0476
6.6073e+05,NaN,NaN,-2.036
6.6075e+05,NaN,NaN,-2.1281
6.6077e+05,NaN,NaN,-2.1227
6.6079e+05,NaN,NaN,-2.085
6.6081e+05,NaN,NaN,-2.0785
6.6083e+05,NaN,NaN,-2.0647
6.6085e+05,NaN,NaN,-2.0076
6.6087e+05,NaN,NaN,-1.8948
6.6089e+05,NaN,NaN,-1.7866
6.6091e+05,NaN,NaN,-1.8574
6.6093e+05,NaN,NaN,-1.9048
6.6095e+05,NaN,NaN,-1.8069
6.6097e+05,NaN,NaN,-1.8204
6.6099e+05,NaN,NaN,-1.8718
6.6101e+05,NaN,NaN,-1.953
6.6103e+05,NaN,NaN,-1.9576
6.6105e+05,NaN,NaN,-2.0219
6.6107e+05,NaN,NaN,-2.2156
6.6109e+05,NaN,NaN,-2.2571
6.6111e+05,NaN,NaN,-2.2537
6.6113e+05,NaN,NaN,-2.3027
6.6115e+05,NaN,NaN,-2.4091
6.6117e+05,NaN,NaN,-2.4839
6.6119e+05,NaN,NaN,-2.4693
6.6121e+05,NaN,NaN,-2.4944
6.6123e+05,NaN,NaN,-2.6951
6.6125e+05,NaN,NaN,-2.7428
6.6127e+05,NaN,NaN,-2.9433
6.6129e+05,NaN,NaN,-3.0591
6.6131e+05,NaN,NaN,-3.856
6.6133e+05,NaN,NaN,-4.5923
6.6135e+05,NaN,NaN,-4.7599
6.6137e+05,NaN,NaN,-4.9937
6.6139e+05,NaN,NaN,-5.1077
6.6141e+05,NaN,NaN,-5.2508
6.6143e+05,NaN,NaN,-5.1507
6.6145e+05,NaN,NaN,-4.9541
6.6147e+05,NaN,NaN,-5.0598
6.6149e+05,NaN,NaN,-5.131
6.6151e+05,NaN,NaN,-5.135
6.6153e+05,NaN,NaN,-5.1624
6.6155e+05,NaN,NaN,-5.2263
6.6157e+05,NaN,NaN,-5.5029
6.6159e+05,NaN,NaN,-5.8605
6.6161e+05,NaN,NaN,-5.9534
6.6163e+05,NaN,NaN,-5.9397
6.6165e+05,NaN,NaN,-5.6516
6.6167e+05,NaN,NaN,-5.633
6.6169e+05,NaN,NaN,-5.7207
6.6171e+05,NaN,NaN,-5.6442
6.6173e+05,NaN,NaN,-5.5369
6.6175e+05,NaN,NaN,-5.5374
6.6177e+05,NaN,NaN,-5.4294
6.6179e+05,NaN,NaN,-5.4216
6.6181e+05,NaN,NaN,-5.3627
6.6183e+05,NaN,NaN,-5.1652
6.6185e+05,NaN,NaN,-5.0903
6.6187e+05,NaN,NaN,-5.0451
6.6189e+05,NaN,NaN,-5.1553
6.6191e+05,NaN,NaN,-5.2434
6.6193e+05,NaN,NaN,-5.2799
6.6195e+05,NaN,NaN,-5.4346
6.6197e+05,NaN,NaN,-5.4834
6.6199e+05,NaN,NaN,-5.425
6.6201e+05,NaN,NaN,-5.3058
6.6203e+05,NaN,NaN,-5.2943
6.6205e+05,NaN,NaN,-5.2792
6.6207e+05,NaN,NaN,-5.1805
6.6209e+05,NaN,NaN,-5.1625
6.6211e+05,NaN,NaN,-5.1987
6.6213e+05,NaN,NaN,-5.2231
6.6215e+05,NaN,NaN,-4.9466
6.6217e+05,NaN,NaN,-4.7908
6.6219e+05,NaN,NaN,-4.8014
6.6221e+05,NaN,NaN,-4.8725
6.6223e+05,NaN,NaN,-4.8878
6.6225e+05,NaN,NaN,-4.8596
6.6227e+05,NaN,NaN,-4.7408
6.6229e+05,NaN,NaN,-4.5899
6.6231e+05,NaN,NaN,-4.4994
6.6233e+05,NaN,NaN,-4.3695
6.6235e+05,NaN,NaN,-4.3505
6.6237e+05,NaN,NaN,-4.3677
6.6239e+05,NaN,NaN,-4.2684
6.6241e+05,NaN,NaN,-4.1943
6.6243e+05,NaN,NaN,-4.2491
6.6245e+05,NaN,NaN,-4.1784
6.6247e+05,NaN,NaN,-3.9348
6.6249e+05,NaN,NaN,-3.8239
6.6251e+05,NaN,NaN,-3.7103
6.6253e+05,NaN,NaN,-3.6375
6.6255e+05,NaN,NaN,-3.6115
6.6257e+05,NaN,NaN,-3.4554
6.6259e+05,NaN,NaN,-3.2303
6.6261e+05,NaN,NaN,-3.3288
6.6263e+05,NaN,NaN,-3.4059
6.6265e+05,NaN,NaN,-3.4824
6.6267e+05,NaN,NaN,-3.574
6.6269e+05,NaN,NaN,-3.6776
6.6271e+05,NaN,NaN,-3.6064
6.6273e+05,NaN,NaN,-3.4918
6.6275e+05,NaN,NaN,-3.4166
6.6277e+05,NaN,NaN,-3.3654
6.6279e+05,NaN,NaN,-3.2588
6.6281e+05,NaN,NaN,-3.1866
6.6283e+05,NaN,NaN,-2.987
6.6285e+05,NaN,NaN,-2.7667
6.6287e+05,NaN,NaN,-2.8435
6.6289e+05,NaN,NaN,-2.8692
6.6291e+05,NaN,NaN,-2.84
6.6293e+05,NaN,NaN,-2.7791
6.6295e+05,NaN,NaN,-2.6354
6.6297e+05,NaN,NaN,-2.3273
6.6299e+05,NaN,NaN,-2.2389
6.6301e+05,NaN,NaN,-2.1691
6.6303e+05,NaN,NaN,-2.0804
6.6305e+05,NaN,NaN,-1.9477
6.6307e+05,NaN,NaN,-1.8464
6.6309e+05,NaN,NaN,-1.8162
6.6311e+05,NaN,NaN,-1.7758
6.6313e+05,NaN,NaN,-1.7353
6.6315e+05,NaN,NaN,-1.6718
6.6317e+05,NaN,NaN,-1.6022
6.6319e+05,NaN,NaN,-1.5433
6.6321e+05,NaN,NaN,-1.4634
6.6323e+05,NaN,NaN,-1.4072
6.6325e+05,NaN,NaN,-1.3615
6.6327e+05,NaN,NaN,-1.3035
6.6329e+05,NaN,NaN,-1.2487
6.6331e+05,NaN,NaN,-1.1887
6.6333e+05,NaN,NaN,-1.101
6.6335e+05,NaN,NaN,-0.96051
6.6337e+05,NaN,NaN,-0.8896
6.6339e+05,NaN,NaN,-0.85016
6.6341e+05,NaN,NaN,-0.78735
6.6343e+05,NaN,NaN,-0.76129
6.6345e+05,NaN,NaN,-0.76809
6.6347e+05,NaN,NaN,-0.77566
6.6349e+05,NaN,NaN,-0.80501
6.6351e+05,NaN,NaN,-0.85485
6.6353e+05,NaN,NaN,-0.91576
6.6355e+05,NaN,NaN,-0.95345
6.6357e+05,NaN,NaN,-0.98784
6.6359e+05,NaN,NaN,-1.0001
6.6361e+05,NaN,NaN,-0.98511
6.6363e+05,NaN,NaN,-0.93007
6.6365e+05,NaN,NaN,-0.87217
6.6367e+05,NaN,NaN,-0.8162
6.6369e+05,NaN,NaN,-0.78113
6.6371e+05,NaN,NaN,-0.75485
6.6373e+05,NaN,NaN,-0.78107
6.6375e+05,NaN,NaN,-0.79623
